livro,A Grief Observed,9.78006E+12,,,,,,,,,,,,,,,,,,,,
livro,Practical C Programming (Nutshell Handbooks),9.78157E+12,,,,,,,,,,,,,,,,,,,,
livro,Learn C the Hard Way: A Clear & Direct Introduction To Modern C Programming (Zed Shaw's Hard Way Series),9.78032E+12,,,,,,,,,,,,,,,,,,,,
livro,Tracker: A Foreigner Novel,9.78076E+12,,,,,,,,,,,,,,,,,,,,
livro,Endangered (A Joe Pickett Novel),9.7804E+12,,,,,,,,,,,,,,,,,,,,
livro,Secret Brother (Dollanganger),9.78148E+12,,,,,,,,,,,,,,,,,,,,
livro,Tracker: A Foreigner Novel,9.78076E+12,,,,,,,,,,,,,,,,,,,,
livro,The Architect of Aeons (Count to a Trillion),9.78077E+12,,,,,,,,,,,,,,,,,,,,
livro,"C: How to Program, 7th Edition",9.78013E+12,Paul Deitel,Harvey Deitel,,,,,,,,,,,,,,,,,,
livro,Miracles,9.78006E+12,,,,,,,,,,,,,,,,,,,,
livro,Hollywood Notebook,9.78098E+12,,,,,,,,,,,,,,,,,,,,
livro,"Cracking the AP Physics C Exam, 2015 Edition (College Test Preparation)",9.7808E+12,,,,,,,,,,,,,,,,,,,,
livro,The Complete C. S. Lewis Signature Classics,9.78006E+12,,,,,,,,,,,,,,,,,,,,
livro,The Dead and Those About to Die: D-Day: The Big Red One at Omaha Beach,9.78045E+12,,,,,,,,,,,,,,,,,,,,
livro,Stone Cold (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Test Driven Development for Embedded C (Pragmatic Programmers),9.78193E+12,,,,,,,,,,,,,,,,,,,,
livro,C in a Nutshell,9.78149E+12,Peter Prinz,Tony Crawford,,,,,,,,,,,,,,,,,,
livro,The Four Loves,9.78016E+12,,,,,,,,,,,,,,,,,,,,
livro,C++ Primer Plus (6th Edition) (Developer's Library),9.78032E+12,,,,,,,,,,,,,,,,,,,,
livro,C: A Reference Manual (5th Edition),9.78013E+12,Samuel P. Harbison,Guy L. Steele Jr.,,,,,,,,,,,,,,,,,,
livro,C By Discovery (4th Edition),9.78158E+12,W. D. Foster,L. S. Foster,,,,,,,,,,,,,,,,,,
livro,Open Season (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,David C. Cook's NIV Bible Lesson Commentary 2015-16: The Essential Study Companion for Every Disciple (Niv International Bible Lesson Commentary),9.78143E+12,,,,,,,,,,,,,,,,,,,,
livro,Savage Run: a Joe Pickett Novel,9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,The Art and Science of  C: A Library Based Introduction to Computer Science,9.7802E+12,,,,,,,,,,,,,,,,,,,,
livro,C Programming: C Programming Language Guide For Beginners (Written By A Software Engineer) (Volume 1),9.78151E+12,,,,,,,,,,,,,,,,,,,,
livro,"How Successful People Think: Change Your Thinking, Change Your Life",9.7816E+12,,,,,,,,,,,,,,,,,,,,
livro,The 15 Invaluable Laws of Growth: Live Them and Reach Your Potential,9.7816E+12,,,,,,,,,,,,,,,,,,,,
livro,The Weight of Glory,9.78006E+12,,,,,,,,,,,,,,,,,,,,
livro,A Naked Tree: Love Sonnets to C. S. Lewis and Other Poems,9.7808E+12,,,,,,,,,,,,,,,,,,,,
livro,The Hidden Kingdom (The Gates of Heaven Series),9.7809E+12,,,,,,,,,,,,,,,,,,,,
livro,1177 B.C.: The Year Civilization Collapsed (Turning Points in Ancient History),9.78069E+12,,,,,,,,,,,,,,,,,,,,
livro,Winterkill (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Out of Range (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Badlands: A Novel,9.78031E+12,,,,,,,,,,,,,,,,,,,,
livro,Developing the Leader Within You,9.78079E+12,,,,,,,,,,,,,,,,,,,,
livro,Till We Have Faces: A Myth Retold,9.78016E+12,,,,,,,,,,,,,,,,,,,,
livro,The Abolition of Man,9.78006E+12,,,,,,,,,,,,,,,,,,,,
livro,Surprised by Joy: The Shape of My Early Life,9.78016E+12,,,,,,,,,,,,,,,,,,,,
livro,The Prodigal Church: A Gentle Manifesto against the Status Quo,9.78143E+12,,,,,,,,,,,,,,,,,,,,
livro,Free Fire: A Joe Pickett Novel,9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Trophy Hunt (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Breaking Point (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Childhood's End,9.78035E+12,,,,,,,,,,,,,,,,,,,,
livro,Cold Wind (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Below Zero (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Nowhere to Run (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Garden of Shadows (Dollanganger),9.78067E+12,,,,,,,,,,,,,,,,,,,,
livro,Who Buries the Dead: A Sebastian St. Cyr Mystery,9.78045E+12,,,,,,,,,,,,,,,,,,,,
livro,Peacemaker: Foreigner #15,9.78076E+12,,,,,,,,,,,,,,,,,,,,
livro,The Servant: A Simple Story About the True Essence of Leadership,9.78076E+12,,,,,,,,,,,,,,,,,,,,
livro,Shadows: The Masks of Aygrima: Book Two,9.78076E+12,,,,,,,,,,,,,,,,,,,,
livro,In Plain Sight (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Force of Nature (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,In Plain Sight (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Force of Nature (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Blood Trail (A Joe Pickett Novel),9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Reflections on the Psalms (Harvest Book),9.78016E+12,,,,,,,,,,,,,,,,,,,,
livro,Christopher's Diary: Echoes of Dollanganger,9.78148E+12,,,,,,,,,,,,,,,,,,,,
livro,First Little Readers Parent Pack: Guided Reading Level C: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,9.78055E+12,,,,,,,,,,,,,,,,,,,,
livro,C is for Critter,9.78151E+12,,,,,,,,,,,,,,,,,,,,
livro,Dissolution: A Matthew Shardlake Tudor Mystery (Matthew Shardlake Mysteries),9.78014E+12,,,,,,,,,,,,,,,,,,,,
livro,Wisdom from Women in the Bible: Giants of the Faith Speak into Our Lives (Giants of the Bible),9.78146E+12,,,,,,,,,,,,,,,,,,,,
livro,2001: a Space Odyssey,9.78045E+12,,,,,,,,,,,,,,,,,,,,
livro,The Highway,9.78031E+12,,,,,,,,,,,,,,,,,,,,
livro,Why Kings Confess: A Sebastian St. Cyr Mystery,9.78045E+12,,,,,,,,,,,,,,,,,,,,
livro,Thoughtful (A Thoughtless Novel),9.78146E+12,,,,,,,,,,,,,,,,,,,,
livro,Dark Fire: A Matthew Shardlake Tudor Mystery,9.78014E+12,,,,,,,,,,,,,,,,,,,,
livro,Death of a Liar (A Hamish Macbeth Mystery),9.78146E+12,,,,,,,,,,,,,,,,,,,,
livro,Thoughtless,9.78148E+12,,,,,,,,,,,,,,,,,,,,
livro,Mademoiselle Chanel: A Novel,9.78006E+12,,,,,,,,,,,,,,,,,,,,
livro,A New Pair of Glasses,9.78092E+12,,,,,,,,,,,,,,,,,,,,
livro,"Barron's AP Physics C, 3rd Edition",9.78076E+12,Robert A. Pelcovits Ph.D.,Joshua Farkas M.D.,,,,,,,,,,,,,,,,,,
livro,Joseph Smith's Polygamy: Toward a Better Understanding,9.78159E+12,Brian C. Hales,Laura H. Hales,,,,,,,,,,,,,,,,,,
livro,Princes of the Apocalypse (D&D Accessory),9.78079E+12,,,,,,,,,,,,,,,,,,,,
livro,Obsession in Death,9.7804E+12,,,,,,,,,,,,,,,,,,,,
livro,D'Aulaires' Book of Greek Myths,9.78044E+12,Ingri d'Aulaire,Edgar Parin d'Aulaire,,,,,,,,,,,,,,,,,,
livro,"Where'd You Go, Bernadette: A Novel",9.78032E+12,,,,,,,,,,,,,,,,,,,,
livro,What Was D-Day?,9.78045E+12,,,,,,,,,,,,,,,,,,,,
livro,Dungeon Master's Guide (D&D Core Rulebook),9.78079E+12,,,,,,,,,,,,,,,,,,,,
livro,Monster Manual (D&D Core Rulebook),9.78079E+12,,,,,,,,,,,,,,,,,,,,
livro,D'Aulaires' Book of Norse Myths,9.78159E+12,Ingri d'Aulaire,Edgar Parin d'Aulaire,,,,,,,,,,,,,,,,,,
livro,Dungeons & Dragons Starter Set: Fantasy Roleplaying Game Starter Set (D&D Boxed Game),9.78079E+12,,,,,,,,,,,,,,,,,,,,
livro,D&D Dungeon Master's Screen (D&D Accessory),9.78079E+12,,,,,,,,,,,,,,,,,,,,
livro,Festive in Death,9.78052E+12,,,,,,,,,,,,,,,,,,,,
livro,Devoted in Death,9.7804E+12,,,,,,,,,,,,,,,,,,,,
livro,"D-Day: June 6, 1944: The Battle for the Normandy Beaches",9.78074E+12,,,,,,,,,,,,,,,,,,,,
livro,The Remaining: Allegiance,9.78032E+12,,,,,,,,,,,,,,,,,,,,
livro,A.D. The Bible Continues: The Revolution That Changed the World,9.7815E+12,,,,,,,,,,,,,,,,,,,,
livro,"A.D. The Bible Continues: The Book of Acts: The Incredible Story of the First Followers of Jesus, according to the Bible",9.7815E+12,,,,,,,,,,,,,,,,,,,,
livro,Things I Wish I'd Known Before We Got Married,9.7808E+12,,,,,,,,,,,,,,,,,,,,
livro,Hoard of the Dragon Queen (D&D Adventure),9.78079E+12,,,,,,,,,,,,,,,,,,,,
livro,The Dead Key,9.78148E+12,,,,,,,,,,,,,,,,,,,,
livro,Frommers EasyGuide to Washington D.C. 2015 (Easy Guides),9.78163E+12,,,,,,,,,,,,,,,,,,,,
livro,Down the Rabbit Hole,9.78052E+12,J. D. Robb,Mary Blayney,Elaine Fox,Mary Kay McComas,R.C. Ryan,,,,,,,,,,,,,,,
livro,"Titan: The Life of John D. Rockefeller, Sr.",9.7814E+12,,,,,,,,,,,,,,,,,,,,
livro,Tess of the D'Urbervilles (Dover Thrift Editions),9.78049E+12,,,,,,,,,,,,,,,,,,,,
livro,"I'd Know You Anywhere, My Love",9.78031E+12,,,,,,,,,,,,,,,,,,,,
livro,Nikon D3200 For Dummies,9.78112E+12,,,,,,,,,,,,,,,,,,,,
livro,D is for Deadbeat (The Kinsey Millhone Alphabet Mysteries),9.78031E+12,,,,,,,,,,,,,,,,,,,,
livro,D.C. Dead (Stone Barrington),9.78045E+12,,,,,,,,,,,,,,,,,,,,
livro,Nikon D5500 For Dummies,9.78112E+12,,,,,,,,,,,,,,,,,,,,
livro,D'Aulaires' Book of Trolls (New York Review Children's Collection),9.78159E+12,Ingri d'Aulaire,Edgar d'Aulaire,,,,,,,,,,,,,,,,,,
livro,Concealed in Death,9.78052E+12,,,,,,,,,,,,,,,,,,,,
livro,A.D. The Bible Continues: The Catholic Viewer's Guide,9.78162E+12,,,,,,,,,,,,,,,,,,,,
livro,D-Day: The Battle for Normandy,9.78014E+12,,,,,,,,,,,,,,,,,,,,
livro,David Busch's Olympus OM-D E-M10 Guide to Digital Photography,9.78131E+12,,,,,,,,,,,,,,,,,,,,
livro,Nine Stories,9.78032E+12,,,,,,,,,,,,,,,,,,,,
livro,The Remaining: Fractured,9.78032E+12,,,,,,,,,,,,,,,,,,,,
livro,Tess of the D'Urbervilles (Penguin Classics),9.78014E+12,,,,,,,,,,,,,,,,,,,,
livro,Mastering the Nikon D7100,9.78194E+12,,,,,,,,,,,,,,,,,,,,
livro,D-Frag! Vol. 4,9.78163E+12,,,,,,,,,,,,,,,,,,,,
livro,Force of Attraction (A K-9 Rescue Novel),9.78125E+12,,,,,,,,,,,,,,,,,,,,
livro,"Cover Her Face (Adam Dalgliesh Mysteries, No. 1)",9.78074E+12,,,,,,,,,,,,,,,,,,,,
livro,"Naked in Death (In Death, Book 1)",9.78043E+12,,,,,,,,,,,,,,,,,,,,
livro,Provence and the Cote d'Azur: Discover the Spirit of the South of France,9.78145E+12,,,,,,,,,,,,,,,,,,,,
